Hour of year,Demand (MW),Demand (MW)-90%fromHydro
2230,25288.9,22760.01
2231,22851.5,20566.35
2232,21614.2,19452.78
2233,21751.4,19576.26
2234,21549.9,19394.91
2235,21718,19546.2
2236,22132.9,19919.61
2237,23103.2,20792.88
2238,26374.1,23736.69
2239,28122.6,25310.34
2240,27499.7,24749.73
2241,26643.7,23979.33
2242,26111.1,23499.99
2243,25501,22950.9
2244,25052.5,22547.25
2245,24976.5,22478.85
2246,24705.6,22235.04
2247,24861.4,22375.26
2248,25738.7,23164.83
2249,26403.4,23763.06
2250,26297.6,23667.84
2251,27422.1,24679.89
2252,27096.5,24386.85
2253,26686.2,24017.58
2254,25496,22946.4
2255,23235.5,20911.95
2256,22770.5,20493.45
2257,22570.9,20313.81
2258,22354.9,20119.41
2259,22538.3,20284.47
2260,22945.1,20650.59
2261,24492.5,22043.25
2262,26968.2,24271.38
2263,28768.4,25891.56
2264,28904.4,26013.96
2265,27959.9,25163.91
2266,27661.5,24895.35
2267,27146.6,24431.94
2268,26298,23668.2
2269,25919,23327.1
2270,25984.4,23385.96
2271,25150.4,22635.36
2272,25221.5,22699.35
2273,25482.2,22933.98
2274,25959.5,23363.55
2275,26798.8,24118.92
2276,27690.3,24921.27
2277,27465.3,24718.77
2278,25173.9,22656.51
2279,24069,21662.1
2280,22920.5,20628.45
2281,22985,20686.5
2282,22958.8,20662.92
2283,22746.4,20471.76
2284,23909.3,21518.37
2285,24349.1,21914.19
2286,26109,23498.1
2287,26735.2,24061.68
2288,26609.9,23948.91
2289,26899.7,24209.73
2290,26662,23995.8
2291,26284.9,23656.41
2292,25531.3,22978.17
2293,24608.5,22147.65
2294,24205.9,21785.31
2295,23621.4,21259.26
2296,24092.4,21683.16
2297,24941.5,22447.35
2298,25254.9,22729.41
2299,25389.7,22850.73
2300,26214.6,23593.14
2301,24746,22271.4
2302,23963.5,21567.15
2303,23447.8,21103.02
2304,21632,19468.8
2305,21318.5,19186.65
2306,21753.4,19578.06
2307,21479.9,19331.91
2308,21674.6,19507.14
2309,22084.4,19875.96
2310,23723.1,21350.79
2311,24639.7,22175.73
2312,25589.4,23030.46
2313,25930.7,23337.63
2314,25867.4,23280.66
2315,25681.7,23113.53
2316,25017.5,22515.75
2317,24225.3,21802.77
2318,23628.1,21265.29
2319,23412.2,21070.98
2320,23732.7,21359.43
2321,24243,21818.7
2322,24345.1,21910.59
2323,24677.8,22210.02
2324,24442,21997.8
2325,23605.6,21245.04
2326,23470.6,21123.54
2327,22934.1,20640.69
2328,21962.9,19766.61
2329,21237.9,19114.11
2330,20926.4,18833.76
2331,20680.6,18612.54
2332,21459.6,19313.64
2333,21254.7,19129.23
2334,22197.2,19977.48
2335,23496.3,21146.67
2336,24506,22055.4
2337,24686.6,22217.94
2338,26016.1,23414.49
2339,24472.6,22025.34
2340,23711.8,21340.62
2341,22959,20663.1
2342,22442.1,20197.89
2343,22247.4,20022.66
2344,22512.9,20261.61
2345,22889.5,20600.55
2346,23025.1,20722.59
2347,23454.7,21109.23
2348,23531.5,21178.35
2349,22961,20664.9
2350,22433.2,20189.88
2351,21445.1,19300.59
2352,20891.2,18802.08
2353,20512.8,18461.52
2354,20506.5,18455.85
2355,20450.4,18405.36
2356,20766.8,18690.12
2357,21684.4,19515.96
2358,22879.4,20591.46
2359,24892.7,22403.43
2360,25715.2,23143.68
2361,26074.4,23466.96
2362,26412.9,23771.61
2363,26605.7,23945.13
2364,26127.9,23515.11
2365,25414.4,22872.96
2366,25040.7,22536.63
2367,24932.3,22439.07
2368,25601.9,23041.71
2369,26631.5,23968.35
2370,26594.8,23935.32
2371,27165.4,24448.86
2372,26848.5,24163.65
2373,25976.3,23378.67
2374,24854.8,22369.32
2375,22860.3,20574.27
2376,21459.4,19313.46
2377,21722,19549.8
2378,21715.4,19543.86
2379,21740.1,19566.09
2380,22231.9,20008.71
2381,23235.3,20911.77
2382,26205.8,23585.22
2383,28441.7,25597.53
2384,27988.4,25189.56
2385,27222.7,24500.43
2386,26716,24044.4
2387,26484.1,23835.69
2388,26015.6,23414.04
2389,25467.3,22920.57
2390,25109,22598.1
2391,24931.2,22438.08
2392,25417.4,22875.66
2393,26011.1,23409.99
2394,26202.7,23582.43
2395,27131.3,24418.17
2396,27160.4,24444.36
2397,25997.6,23397.84
2398,24951.3,22456.17
2399,23898,21508.2
2400,21810,19629
2401,21341.8,19207.62
2402,21794.1,19614.69
2403,21820,19638
2404,22456.4,20210.76
2405,23508.7,21157.83
2406,27029.3,24326.37
2407,28516.7,25665.03
2408,28103.4,25293.06
2409,27150.2,24435.18
2410,26415.4,23773.86
2411,25498,22948.2
2412,25271.2,22744.08
2413,24783,22304.7
2414,24132.7,21719.43
2415,24087.8,21679.02
2416,25124.6,22612.14
2417,25857.6,23271.84
2418,26007.6,23406.84
2419,26448.5,23803.65
2420,26782.5,24104.25
2421,26074.9,23467.41
2422,24238.3,21814.47
2423,23238.8,20914.92
2424,20914.7,18823.23
2425,21618.4,19456.56
2426,21321.2,19189.08
2427,21500.7,19350.63
2428,21804.8,19624.32
2429,23331.2,20998.08
2430,25629.4,23066.46
2431,27438.2,24694.38
2432,26419.7,23777.73
2433,25396,22856.4
2434,24965.1,22468.59
2435,24846.7,22362.03
2436,24319.1,21887.19
2437,24010.1,21609.09
2438,23498,21148.2
2439,22925.2,20632.68
2440,22914.6,20623.14
2441,23159.7,20843.73
2442,23785.3,21406.77
2443,24413.6,21972.24
2444,25142.5,22628.25
2445,24580.5,22122.45
2446,23204.4,20883.96
2447,22007.1,19806.39
2448,20811.5,18730.35
2449,20697.1,18627.39
2450,21210.8,19089.72
2451,21693,19523.7
2452,22035.1,19831.59
2453,23636.4,21272.76
2454,25715.1,23143.59
2455,27199.1,24479.19
2456,26366.2,23729.58
2457,25190.6,22671.54
2458,24798.8,22318.92
2459,24436.2,21992.58
2460,23668.1,21301.29
2461,23455.3,21109.77
2462,22352.4,20117.16
2463,22145.6,19931.04
2464,22344.8,20110.32
2465,22852.8,20567.52
2466,23188.5,20869.65
2467,23372.5,21035.25
2468,23572.7,21215.43
2469,22934.9,20641.41
2470,22276.9,20049.21
2471,21086,18977.4
2472,19497.3,17547.57
2473,19694.9,17725.41
2474,19443,17498.7
2475,20193.6,18174.24
2476,20007.9,18007.11
2477,20507.5,18456.75
2478,21330.5,19197.45
2479,22466.7,20220.03
2480,22937.3,20643.57
2481,23237.2,20913.48
2482,23087.8,20779.02
2483,22671.4,20404.26
2484,22104.9,19894.41
2485,21566.5,19409.85
2486,20906,18815.4
2487,20587.3,18528.57
2488,21287.9,19159.11
2489,21443.1,19298.79
2490,21320.4,19188.36
2491,21666.3,19499.67
2492,21816.1,19634.49
2493,21256.3,19130.67
2494,20635.4,18571.86
2495,19722,17749.8
2496,19017.1,17115.39
2497,18099.2,16289.28
2498,17907.6,16116.84
2499,18048.6,16243.74
2500,18090.3,16281.27
2501,18494.6,16645.14
2502,19114.8,17203.32
2503,20233.7,18210.33
2504,21153.5,19038.15
2505,22243.5,20019.15
2506,22392.5,20153.25
2507,22303.4,20073.06
2508,22204.8,19984.32
2509,21425,19282.5
2510,20742.4,18668.16
2511,20581.5,18523.35
2512,20973.7,18876.33
2513,21277.1,19149.39
2514,21498,19348.2
2515,22234.8,20011.32
2516,22106.2,19895.58
2517,21092,18982.8
2518,20033.2,18029.88
2519,19042.7,17138.43
2520,17838.5,16054.65
2521,17212.3,15491.07
2522,16951,15255.9
2523,16936.7,15243.03
2524,16999.9,15299.91
2525,18036.3,16232.67
2526,20576.3,18518.67
2527,22863.6,20577.24
2528,23606.9,21246.21
2529,23454.7,21109.23
2530,23810.1,21429.09
2531,23778.7,21400.83
2532,23011.5,20710.35
2533,22872.7,20585.43
2534,22410.8,20169.72
2535,22419.9,20177.91
2536,22822.9,20540.61
2537,23403,21062.7
2538,23317.3,20985.57
2539,23601.6,21241.44
2540,23755.3,21379.77
2541,22900,20610
2542,21091.3,18982.17
2543,19219.8,17297.82
2544,18173,16355.7
2545,17206.1,15485.49
2546,17492.6,15743.34
2547,16564.4,14907.96
2548,16898.2,15208.38
2549,17486.3,15737.67
2550,20247.6,18222.84
2551,22209.8,19988.82
2552,22855,20569.5
2553,22667.7,20400.93
2554,22641.4,20377.26
2555,22636.7,20373.03
2556,22409.7,20168.73
2557,22100.2,19890.18
2558,21877.9,19690.11
2559,21699.5,19529.55
2560,22025.3,19822.77
2561,22568.4,20311.56
2562,22694.1,20424.69
2563,23153.3,20837.97
2564,23966.8,21570.12
2565,23294.6,20965.14
2566,21632,19468.8
2567,20721,18648.9
2568,19213.6,17292.24
2569,18907.1,17016.39
2570,18977.3,17079.57
2571,19055.9,17150.31
2572,19556,17600.4
2573,20597.7,18537.93
2574,23566.3,21209.67
2575,25302.4,22772.16
2576,25445.4,22900.86
2577,24479.9,22031.91
2578,24246.2,21821.58
2579,24217.2,21795.48
2580,23770.7,21393.63
2581,23117.8,20806.02
2582,22807.9,20527.11
2583,22438.7,20194.83
2584,22623.9,20361.51
2585,23088.8,20779.92
2586,23196.9,20877.21
2587,23631,21267.9
2588,24740.8,22266.72
2589,23892.4,21503.16
2590,22604.7,20344.23
2591,21619.8,19457.82
2592,19908.2,17917.38
2593,19456.9,17511.21
2594,19642.1,17677.89
2595,19912.1,17920.89
2596,20240.7,18216.63
2597,21760.7,19584.63
2598,24288.5,21859.65
2599,25574.7,23017.23
2600,24919.5,22427.55
2601,24110.3,21699.27
2602,23546.3,21191.67
2603,23408.1,21067.29
2604,22760.9,20484.81
2605,22334.9,20101.41
2606,22118.3,19906.47
2607,21787.6,19608.84
2608,22061.3,19855.17
2609,22319,20087.1
2610,22377.8,20140.02
2611,22750,20475
2612,23809.1,21428.19
2613,22465.1,20218.59
2614,21853.7,19668.33
2615,19552.9,17597.61
2616,18680.5,16812.45
2617,18174.1,16356.69
2618,17800.1,16020.09
2619,17884.9,16096.41
2620,17866.5,16079.85
2621,19090.8,17181.72
2622,21070.8,18963.72
2623,23934.7,21541.23
2624,24617.1,22155.39
2625,24980.5,22482.45
2626,25078.9,22571.01
2627,25111.7,22600.53
2628,24541.6,22087.44
2629,24074.6,21667.14
2630,23973.7,21576.33
2631,23370.5,21033.45
2632,24202.7,21782.43
2633,25056.3,22550.67
2634,25170.4,22653.36
2635,24976.1,22478.49
2636,25387.1,22848.39
2637,24597.7,22137.93
2638,23197.4,20877.66
2639,21980.2,19782.18
2640,21108.4,18997.56
2641,20214.8,18193.32
2642,19853.3,17867.97
2643,19772.6,17795.34
2644,20007.4,18006.66
2645,19928.1,17935.29
2646,21475.6,19328.04
2647,22919.3,20627.37
2648,24319.9,21887.91
2649,25387.7,22848.93
2650,25728.2,23155.38
2651,25768.4,23191.56
2652,25598.3,23038.47
2653,24879.1,22391.19
2654,24655.8,22190.22
2655,24674.3,22206.87
2656,25111.8,22600.62
2657,25576.5,23018.85
2658,25595.7,23036.13
2659,25455.3,22909.77
2660,25309.3,22778.37
2661,24799.7,22319.73
2662,24023.3,21620.97
2663,23035.9,20732.31
2664,21870.5,19683.45
2665,21476.5,19328.85
2666,21362.4,19226.16
2667,21386.5,19247.85
2668,21564.9,19408.41
2669,21564.4,19407.96
2670,22541.4,20287.26
2671,23835,21451.5
2672,24773,22295.7
2673,25516.7,22965.03
2674,25744.5,23170.05
2675,25341.4,22807.26
2676,25188.3,22669.47
2677,24635,22171.5
2678,24119.4,21707.46
2679,24039.3,21635.37
2680,24639.8,22175.82
2681,25210.5,22689.45
2682,25522.4,22970.16
2683,25817.9,23236.11
2684,25626.8,23064.12
2685,24883.8,22395.42
2686,23947.6,21552.84
2687,22889.4,20600.46
2688,22423.9,20181.51
2689,21819.1,19637.19
2690,22103.3,19892.97
2691,22368.2,20131.38
2692,23053.1,20747.79
2693,24595.7,22136.13
2694,27848.3,25063.47
2695,29515.1,26563.59
2696,29342.3,26408.07
2697,29475.9,26528.31
2698,29869.1,26882.19
2699,29312.7,26381.43
2700,28419.1,25577.19
2701,28196.6,25376.94
2702,27716.4,24944.76
2703,27720.9,24948.81
2704,28096.6,25286.94
2705,28640.4,25776.36
2706,28757.3,25881.57
2707,28654,25788.6
2708,29382.5,26444.25
2709,27988,25189.2
2710,26069.4,23462.46
2711,23752.8,21377.52
2712,22383.9,20145.51
2713,21882.3,19694.07
2714,21524.9,19372.41
2715,21313.9,19182.51
2716,21097.5,18987.75
2717,22807.2,20526.48
2718,24947.6,22452.84
2719,27185.3,24466.77
2720,27132.5,24419.25
2721,26586.2,23927.58
2722,26019.4,23417.46
2723,25741,23166.9
2724,25277.5,22749.75
2725,24845.4,22360.86
2726,24702.1,22231.89
2727,24318.6,21886.74
2728,24676.8,22209.12
2729,25960.6,23364.54
2730,26213.3,23591.97
2731,25879.2,23291.28
2732,26496.3,23846.67
2733,25940.7,23346.63
2734,23978.5,21580.65
2735,22179.2,19961.28
2736,20973.4,18876.06
2737,20922.9,18830.61
2738,20813.3,18731.97
2739,20600.9,18540.81
2740,21425.7,19283.13
2741,22718.3,20446.47
2742,24839.3,22355.37
2743,26864.1,24177.69
2744,27398.9,24659.01
2745,26082.7,23474.43
2746,25582.3,23024.07
2747,24633.2,22169.88
2748,24547.7,22092.93
2749,24134.8,21721.32
2750,24127.3,21714.57
2751,23647.3,21282.57
2752,24201.4,21781.26
2753,24825.8,22343.22
2754,24728.4,22255.56
2755,25099,22589.1
2756,26325.5,23692.95
2757,25683.9,23115.51
2758,23616.2,21254.58
2759,22399.5,20159.55
2760,20825.7,18743.13
2761,21087.5,18978.75
2762,21329.9,19196.91
2763,20550.8,18495.72
2764,20580.2,18522.18
2765,22287.6,20058.84
2766,24096.8,21687.12
2767,26063,23456.7
2768,25435.3,22891.77
2769,24976.5,22478.85
2770,24377,21939.3
2771,24139.7,21725.73
2772,23791.9,21412.71
2773,23580.8,21222.72
2774,23195.4,20875.86
2775,23285.4,20956.86
2776,23906.6,21515.94
2777,24766.9,22290.21
2778,25159.6,22643.64
2779,25334.7,22801.23
2780,25720.1,23148.09
2781,24783.6,22305.24
2782,24176.7,21759.03
2783,21597.7,19437.93
2784,20314.3,18282.87
2785,20625.4,18562.86
2786,19916.3,17924.67
2787,20086.1,18077.49
2788,20571.8,18514.62
2789,21253.4,19128.06
2790,23774.6,21397.14
2791,26303.4,23673.06
2792,27510.4,24759.36
2793,27414.9,24673.41
2794,26676.1,24008.49
2795,27068,24361.2
2796,26288.9,23660.01
2797,26038.2,23434.38
2798,25972.3,23375.07
2799,26250.2,23625.18
2800,26816.6,24134.94
2801,27491.3,24742.17
2802,27872.5,25085.25
2803,27800.7,25020.63
2804,28976.7,26079.03
2805,27314.9,24583.41
2806,26582.8,23924.52
2807,24055.6,21650.04
2808,23433.9,21090.51
2809,23696.1,21326.49
2810,23437.8,21094.02
2811,23172.6,20855.34
2812,24180.2,21762.18
2813,24354.8,21919.32
2814,25300.9,22770.81
2815,26844.2,24159.78
2816,27616.7,24855.03
2817,28540.6,25686.54
2818,26794.6,24115.14
2819,27470.5,24723.45
2820,25938.9,23345.01
2821,26098.1,23488.29
2822,24164.9,21748.41
2823,24040.2,21636.18
2824,23709.4,21338.46
2825,23801.5,21421.35
2826,24145.6,21731.04
2827,23690.1,21321.09
2828,25631.3,23068.17
2829,25654.4,23088.96
2830,24881.8,22393.62
2831,23471.4,21124.26
2832,22080.6,19872.54
2833,21954.3,19758.87
2834,21890.8,19701.72
2835,22338.4,20104.56
2836,22533.6,20280.24
2837,22920.3,20628.27
2838,23314.7,20983.23
2839,23847.5,21462.75
2840,24422.3,21980.07
2841,25503,22952.7
2842,25597.4,23037.66
2843,25413.2,22871.88
2844,24803.6,22323.24
2845,23970,21573
2846,23163.4,20847.06
2847,22749.4,20474.46
2848,22954.8,20659.32
2849,23937.9,21544.11
2850,23911.7,21520.53
2851,24865.9,22379.31
2852,26102.5,23492.25
2853,26400.1,23760.09
2854,24205.5,21784.95
2855,21858.1,19672.29
2856,21369.6,19232.64
2857,21062.3,18956.07
2858,21227,19104.3
2859,21492.5,19343.25
2860,22064.6,19858.14
2861,23291.7,20962.53
2862,26091.4,23482.26
2863,27354.3,24618.87
2864,26898.5,24208.65
2865,26140.5,23526.45
2866,25882.9,23294.61
2867,25827.9,23245.11
2868,25072.6,22565.34
2869,24259.4,21833.46
2870,24011.8,21610.62
2871,23974.8,21577.32
2872,24337.4,21903.66
2873,25089.1,22580.19
2874,25332.9,22799.61
2875,25678.5,23110.65
2876,26404.2,23763.78
2877,24901.4,22411.26
2878,24272.7,21845.43
2879,20763.6,18687.24
2880,20000.9,18000.81
2881,19562.9,17606.61
2882,19637.5,17673.75
2883,19641.4,17677.26
2884,19619.2,17657.28
2885,20868.7,18781.83
2886,23638.5,21274.65
2887,26025.3,23422.77
2888,25896.6,23306.94
2889,25520.8,22968.72
2890,25108.4,22597.56
2891,25782.4,23204.16
2892,25044.6,22540.14
2893,25225.2,22702.68
2894,24962,22465.8
2895,25191,22671.9
2896,25870,23283
2897,26559.9,23903.91
2898,27035.4,24331.86
2899,26128.8,23515.92
2900,26636.8,23973.12
2901,25802,23221.8
2902,23640.9,21276.81
2903,21310.5,19179.45
2904,20334.1,18300.69
2905,19670.4,17703.36
2906,19537.2,17583.48
2907,19395.1,17455.59
2908,19622,17659.8
2909,20359,18323.1
2910,23184.1,20865.69
2911,26069.7,23462.73
2912,26241,23616.9
2913,25545.9,22991.31
2914,25155.1,22639.59
2915,25465.9,22919.31
2916,24133.9,21720.51
2917,24215.1,21793.59
2918,23425.7,21083.13
2919,23100.3,20790.27
2920,23697.5,21327.75
2921,24210.4,21789.36
2922,24221,21798.9
2923,24361.4,21925.26
2924,25367.7,22830.93
2925,24860,22374
2926,23332.7,20999.43
2927,20978.7,18880.83
2928,19505,17554.5
2929,18684.9,16816.41
2930,18471.8,16624.62
2931,18461,16614.9
2932,18521.4,16669.26
2933,19429.9,17486.91
2934,21415.5,19273.95
2935,24868.9,22382.01
2936,24935.7,22442.13
2937,24354.6,21919.14
2938,23968.9,21572.01
2939,23992.2,21592.98
2940,23263.1,20936.79
2941,23371.8,21034.62
2942,23201.3,20881.17
2943,23057.9,20752.11
2944,23280.5,20952.45
2945,23739.1,21365.19
2946,24132.7,21719.43
2947,24345,21910.5
2948,24431.2,21988.08
2949,23683.8,21315.42
2950,22822.1,20539.89
2951,19670.5,17703.45
2952,18887.7,16998.93
2953,18028.3,16225.47
2954,17857,16071.3
2955,17931.1,16137.99
2956,18227.8,16405.02
2957,18384.6,16546.14
2958,21087.8,18979.02
2959,23658.2,21292.38
2960,24792.1,22312.89
2961,24687.9,22219.11
2962,24473.6,22026.24
2963,24663.3,22196.97
2964,24205.3,21784.77
2965,24111.7,21700.53
2966,23605.9,21245.31
2967,23529.1,21176.19
2968,23552.8,21197.52
2969,24291.9,21862.71
2970,24451.9,22006.71
2971,23318.4,20986.56
2972,23886.2,21497.58
2973,23344.1,21009.69
2974,22532.5,20279.25
2975,20229,18206.1
2976,18869.3,16982.37
2977,18440.4,16596.36
2978,18141.5,16327.35
2979,18261.9,16435.71
2980,18495.7,16646.13
2981,18907.1,17016.39
2982,19757.9,17782.11
2983,20788.3,18709.47
2984,21883.2,19694.88
2985,22932.6,20639.34
2986,22868.8,20581.92
2987,22856.9,20571.21
2988,22375.3,20137.77
2989,21513.5,19362.15
2990,20847.1,18762.39
2991,20515.8,18464.22
2992,20786.9,18708.21
2993,21221.5,19099.35
2994,20850.3,18765.27
2995,20757.9,18682.11
2996,21128.4,19015.56
2997,21046,18941.4
2998,20911.9,18820.71
2999,19631.9,17668.71
3000,19068.5,17161.65
3001,18496.6,16646.94
3002,18360.9,16524.81
3003,18599.2,16739.28
3004,18644.6,16780.14
3005,18872.9,16985.61
3006,19650.4,17685.36
3007,20613.8,18552.42
3008,21503.7,19353.33
3009,21904.3,19713.87
3010,22286,20057.4
3011,22207,19986.3
3012,21886.8,19698.12
3013,21504.2,19353.78
3014,20029.8,18026.82
3015,19814.7,17833.23
3016,20117.4,18105.66
3017,21177,19059.3
3018,21528.4,19375.56
3019,21684,19515.6
3020,22304.4,20073.96
3021,21990.7,19791.63
3022,21099.6,18989.64
3023,19156.5,17240.85
3024,18458.9,16613.01
3025,18190.9,16371.81
3026,17883.1,16094.79
3027,18120,16308
3028,18568.9,16712.01
3029,19397.2,17457.48
3030,21994.2,19794.78
3031,23545.9,21191.31
3032,23319.9,20987.91
3033,22995.2,20695.68
3034,22597.6,20337.84
3035,22835.7,20552.13
3036,22812,20530.8
3037,22034.3,19830.87
3038,21737.3,19563.57
3039,21379.4,19241.46
3040,21640.2,19476.18
3041,22475,20227.5
3042,22367,20130.3
3043,21846.1,19661.49
3044,23379.5,21041.55
3045,23271.1,20943.99
3046,20967.5,18870.75
3047,18706.8,16836.12
3048,17590.2,15831.18
3049,17234.4,15510.96
3050,17057.8,15352.02
3051,16942.6,15248.34
3052,17027.3,15324.57
3053,17748.5,15973.65
3054,20259.5,18233.55
3055,22316.5,20084.85
3056,22797.4,20517.66
3057,22966.9,20670.21
3058,22956.9,20661.21
3059,23030.5,20727.45
3060,23064.2,20757.78
3061,23225.7,20903.13
3062,22906.9,20616.21
3063,22695.9,20426.31
3064,23301.5,20971.35
3065,24113.8,21702.42
3066,24229.8,21806.82
3067,23587.3,21228.57
3068,23393.3,21053.97
3069,23321,20988.9
3070,21194.6,19075.14
3071,19166.2,17249.58
3072,18186.9,16368.21
3073,17875.9,16088.31
3074,17690.3,15921.27
3075,17773.1,15995.79
3076,17763.5,15987.15
3077,18361.1,16524.99
3078,20931.3,18838.17
3079,23258,20932.2
3080,23670.7,21303.63
3081,23191.4,20872.26
3082,23465.5,21118.95
3083,23225.4,20902.86
3084,22890.8,20601.72
3085,22516.3,20264.67
3086,22314.4,20082.96
3087,22221,19998.9
3088,22453.2,20207.88
3089,22859.9,20573.91
3090,22891.6,20602.44
3091,23115.9,20804.31
3092,23302.6,20972.34
3093,22834.9,20551.41
3094,22317.3,20085.57
3095,19736.2,17762.58
3096,18345.3,16510.77
3097,18075.4,16267.86
3098,17655.2,15889.68
3099,17605,15844.5
3100,17903.1,16112.79
3101,18854.8,16969.32
3102,20765.4,18688.86
3103,23401.3,21061.17
3104,23492.4,21143.16
3105,23442.8,21098.52
3106,23336.8,21003.12
3107,23656.2,21290.58
3108,23281.6,20953.44
3109,23232.3,20909.07
3110,23265.5,20938.95
3111,23327.1,20994.39
3112,23855.7,21470.13
3113,24388.3,21949.47
3114,24408.6,21967.74
3115,24357.8,21922.02
3116,24629,22166.1
3117,24293.2,21863.88
3118,22724.1,20451.69
3119,20365.6,18329.04
3120,19799.9,17819.91
3121,19312.7,17381.43
3122,19302.2,17371.98
3123,19300.7,17370.63
3124,19454,17508.6
3125,20139.9,18125.91
3126,22922.2,20629.98
3127,24630.9,22167.81
3128,24345,21910.5
3129,23987.3,21588.57
3130,23836.8,21453.12
3131,23848.2,21463.38
3132,23329.2,20996.28
3133,22876.7,20589.03
3134,22719.5,20447.55
3135,21892.7,19703.43
3136,21824.6,19642.14
3137,22274.3,20046.87
3138,22057.1,19851.39
3139,21773.7,19596.33
3140,22202.7,19982.43
3141,22120.1,19908.09
3142,21984.8,19786.32
3143,19514.7,17563.23
3144,18653.3,16787.97
3145,18656.2,16790.58
3146,18113.5,16302.15
3147,18236.7,16413.03
3148,18292.2,16462.98
3149,18657.3,16791.57
3150,19339.8,17405.82
3151,20233.1,18209.79
3152,21537.8,19384.02
3153,21652,19486.8
3154,21694.8,19525.32
3155,21377.4,19239.66
3156,20956.4,18860.76
3157,21319.9,19187.91
3158,20501.2,18451.08
3159,19974.9,17977.41
3160,20381.7,18343.53
3161,20707.9,18637.11
3162,20727.1,18654.39
3163,20705.8,18635.22
3164,20767.1,18690.39
3165,20504.7,18454.23
3166,20207.7,18186.93
3167,19009.8,17108.82
3168,17624.3,15861.87
3169,16783.4,15105.06
3170,16618,14956.2
3171,16459.9,14813.91
3172,16489.3,14840.37
3173,16740.8,15066.72
3174,17040.6,15336.54
3175,17953.8,16158.42
3176,19478.3,17530.47
3177,20597,18537.3
3178,20867.6,18780.84
3179,21047.1,18942.39
3180,20631.9,18568.71
3181,20103,18092.7
3182,19757.4,17781.66
3183,19473.4,17526.06
3184,19612.7,17651.43
3185,19865.8,17879.22
3186,20199.6,18179.64
3187,20273.5,18246.15
3188,21461.2,19315.08
3189,20755.5,18679.95
3190,19748.6,17773.74
3191,18721.5,16849.35
3192,17316.5,15584.85
3193,16914.9,15223.41
3194,16785.4,15106.86
3195,16894.9,15205.41
3196,16985.9,15287.31
3197,17599.6,15839.64
3198,19763,17786.7
3199,22339.8,20105.82
3200,22766.8,20490.12
3201,22918.5,20626.65
3202,23164.3,20847.87
3203,23088,20779.2
3204,22839.8,20555.82
